Annotations
[ 73 276 242 456]
[ 98 248 151 314]
[ 65  22 403 266]
[121 106 347 477]
[ 81   4 372 280]
[  0   2 243 499]
[ 10   0 495 160]
[111 166 311 354]
[265 130 303 176]
[ 81   0 316 234]
[ 56   0 297 478]
[410   7 484 211]
[198 102 229 197]
[ 84 409 150 499]
[ 12  74 374 499]
[ 22  81 232 184]
[ 41 268 371 497]
[118  27 264 465]
[162 105 396 332]
[134   0 225 280]
[ 35 113 352 458]
[  1   0 499 373]
[194  53 336 272]
[112 170 172 230]
[ 53 310 188 403]
[ 90  29 332 204]
[ 72  60 348 284]
[ 67 178 323 499]
[162   1 374 418]
[130 114 432 323]
[139 320 275 358]
[ 85  22 435 433]
[  9   5 277 257]
[ 66 308 266 499]
[130  56 359 411]
[115  35 228 444]
[190 160 251 199]
[226 188 268 275]
[ 44 229 255 457]
[178   6 362 376]
[222 143 310 193]
[  9   0 499 374]
[164  31 300 128]
[ 44 138 403 499]
[ 24 127 374 446]
[205  32 374 444]
[ 90  64 254 355]
[  1   2 374 498]
[155 110 332 230]
[  1  61 374 499]
[213   0 333 337]
[ 59  96 254 159]
[ 61  78 374 499]
[ 39   0 373 497]
[ 74  79 374 265]
[  9   1 341 435]
[ 24   0 240 197]
[ 47  83 386 492]
[187 175 233 318]
[  0   0 314 499]
[ 68  18 301 432]
[ 54  34 190 170]
[113  79 240 341]
[112  75 301 401]
[111   0 356 304]
[ 19 149 374 344]
[117  89 341 371]
[258 216 289 248]
[120 226 180 286]
[217 303 375 499]
[  1  88 332 453]
[ 39   9 499 377]
[  1   0 399 471]
[ 54   2 340 377]
[169  28 332 413]
[  0   0 204 193]
[ 36 108 290 420]
[158   1 373 499]
[272  35 446 398]
[ 98 283 129 356]
[ 45 233 360 396]
[ 39  38 451 283]
[197   1 499 374]
[191 265 374 437]
[130 230 154 277]
[ 96  71 241 430]
[ 68   1 498 367]
[ 17   8 499 322]
[219 309 254 386]
[149 244 187 299]
[  1 186 346 499]
[171  44 304 414]
[ 66  81 195 120]
[ 41  24 207 409]
[108  24 225 462]
[121 268 474 485]
[ 87 131 374 499]
[150  70 400 275]
[125 171 186 234]
[112  86 268 334]
[147 262 332 363]
[100  59 498 227]
[ 54 282 329 432]
[  0   0 372 383]
[ 21  31 463 394]
[136  20 364 208]
[  0   0 374 499]
[175   0 242 443]
[232  31 496 352]
[113 290 217 354]
[122   6 499 341]
[102 237 499 374]
[  2 202 332 499]
[ 33  88 249 332]
[122  63 273 386]
[191 110 374 499]
[165   0 498 228]
[ 71  62 229 375]
[112  67 258 476]
[165 251 202 328]
[106 163 298 453]
[ 47   1 332 499]
[130  88 499 274]
[ 64  10 199 462]
[132 106 423 197]
[ 52   0 296 363]
[176   0 499 331]
[ 75 222 288 388]
[ 47  21 296 333]
[  3   0 374 267]
[ 41  23 499 362]
[115  42 320 425]
[ 49 129 336 390]
[121 152 374 276]
[187  78 309 287]
[149  47 346 446]
[ 83 103 373 368]
[ 38  79 292 421]
[142 271 293 481]
[126 129 307 499]
[191 128 300 367]
[  7  73 374 381]
[130  20 343 302]
[256 113 374 429]
[134 121 206 276]
[ 26 149 368 317]
[135 254 164 318]
[160   1 381 426]
[ 32   0 332 408]
[222 380 361 499]
[ 28  14 314 481]
[ 52  92 318 342]
[ 50 205 290 337]
[ 49  64 374 499]
[  0 134 287 351]
[117   0 497 205]
[183 130 381 208]
[121 226 273 313]
[173 196 272 321]
[ 38 183 371 499]
[315 165 466 264]
[ 60   0 323 441]
[120  39 411 374]
[130   1 372 184]
[  0   0 331 153]
[ 64 120 317 371]
[190 288 355 499]
[128  70 498 330]
[161 104 332 419]
[216 154 309 345]
[145 152 265 228]
[ 81  73 301 219]
[ 15  61 407 245]
[243 258 332 333]
[277 432 317 499]
[  7  38 374 473]
[232  32 384 159]
[141 279 247 405]
[237 127 331 191]
[ 33   1 312 428]
[ 99   0 286 492]
[ 91  57 269 377]
[ 25   0 332 273]
[225 421 253 471]
[ 39   2 321 432]
[166  39 302 462]
[ 74 107 279 177]
[ 16   0 460 108]
[  1   1 373 337]
[161  67 342 496]
[110 212 196 303]
[ 92  53 225 410]
[161 238 270 415]
[105   6 437 493]
[ 46  46 327 145]
[136 236 346 499]
[ 56  44 499 293]
[155  66 272 432]
[ 93 171 318 273]
[153 215 285 348]
[163 146 353 287]
[  0  52 345 278]
[  1 251 369 499]
[183 354 353 480]
[ 94 170 236 230]
[158  77 285 131]
[146  35 343 464]
[ 39  70 499 262]
[ 16  72 286 466]
[159  76 499 244]
[198 123 311 293]
[116  53 321 347]
[154 222 189 315]
[  2   1 374 297]
[191 143 249 352]
[146 245 221 381]
[160 125 267 315]
[251 231 374 364]
[  1 148 330 295]
[ 78 205 370 499]
[ 35  55 323 369]
[ 56 108 372 409]
[ 68  12 374 333]
[ 60 262 374 499]
[ 83   0 181 478]
[203 273 234 315]
[124 124 259 378]
[152 103 374 403]
[ 86   1 374 323]
[  1   1 282 245]
[  1  71 374 498]
[123 151 332 290]
[ 77 217 178 350]
[ 49   1 313 499]
[ 26  52 265 468]
[264  14 374 349]
[212 277 328 416]
[ 80  47 196 212]
[ 72 134 312 400]
[ 25  89 329 322]
[132 328 256 423]
[ 61 184 300 497]
[283  93 369 165]
[390  57 484 293]
[  0   0 330 425]
[108   7 332 340]
[  7  52 311 419]
[ 92 234 159 285]
[ 57  59 373 444]
[  0  96 371 396]
[ 47   0 370 487]
[163  93 423 300]
[117 133 234 297]
[178 189 275 336]
[ 81  20 304 499]
[ 45  20 279 494]
[118  20 231 448]
[239   0 374 290]
[ 11   3 499 226]
[232 372 314 446]
[  1   1 370 495]
[  6 212 199 499]
[ 28   3 286 499]
[119 149 263 338]
[183  40 256 290]
[178   0 499 337]
[ 53 129 345 495]
[207 243 344 499]
[186  26 283  90]
[152 163 212 331]
[198  90 331 341]
[ 57 134 199 308]
[147 263 279 495]
[ 47  29 323 471]
[143 316 346 499]
[307   1 370  66]
[148  32 332 455]
[  4  43 442 150]
[135 249 281 366]
[193  93 322 499]
[115   0 348 499]
[ 94 288 263 445]
[ 98 124 317 441]
[142 220 182 265]
[  2   4 332 204]
[ 27 237 387 335]
[  1   1 374 450]
[148   0 337 203]
[ 99  37 214 444]
[121 124 339 311]
[133 146 175 173]
[165   1 314 411]
[ 10 157 318 360]
[ 75  48 373 387]
[ 87 206 198 294]
[  3 202 478 496]
[232 112 283 156]
[ 14  57 220 301]
[ 65   0 287 230]
[ 65  25 318 485]
[206  53 435 359]
[ 32  60 499 374]
[  0 111 329 425]
[  0  67 372 499]
[105   1 265 498]
[ 91 402 254 499]
[ 74   0 374 343]
[ 89 127 265 425]
[166 245 195 309]
[ 81  85 291 462]
[130 167 374 354]
[ 32   0 355 486]
[203   3 422 338]
[ 10  39 332 316]
[ 96  37 323 499]
[ 62   1 357 453]
[123  58 269 278]
[237  74 285 145]
[329 245 437 391]
[ 97  42 256 480]
[ 37 192 347 338]
[155  83 300 393]
[251   4 374 275]
[216  70 346 145]
[  0   0 261 496]
[126  30 243 498]
[116 241 307 351]
[201 159 498 435]
[ 66  20 307 470]
[ 26 300 336 483]
[  0  59 126 161]
[196 320 251 356]
[ 76 204 374 428]
[ 42 122 301 433]
[ 69  35 290 479]
[ 86  38 499 346]
[ 38   0 312 400]
[ 35   4 255 494]
[ 81  42 373 173]
[  1   0 374 499]
[ 27  39 331 405]
[107 117 468 219]
[ 30   0 383 460]
[  1 114 332 399]
[109  17 300 423]
[ 22  15 306 484]
[126 156 278 411]
[159  27 305 195]
[265  76 374 419]
[ 61   2 330 294]
[116 133 346 315]
[100 188 234 439]
[141 383 242 492]
[108  77 261 400]
[  0   0 332 478]
[347  56 484 152]
[ 48  26 374 296]
[  1   0 499 327]
[  0   0 374 499]
[  0 146 374 499]
[ 35 169 281 375]
[ 96 191 224 358]
[ 28   1 499 194]
[140  96 232 241]
[ 68 343 249 391]
[ 41  84 198 253]
[ 61 195 270 492]
[114  51 353 331]
[  1  66 499 374]
[ 23   0 357 481]
[132 191 323 286]
[  0  47 311 499]
[ 27   0 332 499]
[  7 142 435 331]
[ 97 255 366 446]
[ 30  29 374 405]
[ 31  99 376 378]
[159   0 351 159]
[149 195 364 337]
[ 88   0 303 319]
[  0 117 210 499]
[200   2 374 478]
[132 361 280 499]
[ 65  25 319 469]
[185 188 229 311]
[  1 277  94 494]
[193  27 499 333]
[ 96  22 499 272]
[209 173 370 473]
[ 19 175  67 246]
[179  43 329 288]
[109 106 268 198]
[  1   1 332 499]
[ 30 222 374 499]
[ 57   0 231 499]
[ 82 182 156 384]
[ 23 117 303 456]
[ 16  18 304 444]
[120  91 236 204]
[221 245 374 359]
[ 14   0 374 499]
[  0 117 116 438]
[203 179 411 265]
[122 241 235 455]
[ 76   1 331 257]
[129   0 332 461]
[ 60  13 470 341]
[ 74  25 237 354]
[106 105 287 209]
[109  24 324 444]
[  0   2 331 462]
[ 61 171 243 327]
[  7   0 139 156]
[120  78 371 296]
[  0 275 291 499]
[ 57  40 499 249]
[ 19  75 350 392]
[228   7 373 223]
[ 51  99 247 499]
[122 195 372 326]
[ 81 254 374 499]
[  0 244 374 494]
[101  88 336 222]
[  0  33 212 340]
[126  43 495 340]
[ 52 117 353 361]
[180 304 285 379]
[ 78   2 499 372]
[332  77 471 229]
[123  53 286 469]
[258   0 374 499]
[125 163 366 478]
[ 23  39 489 401]
[169 101 240 281]
[134 207 282 273]
[ 28  55 294 441]
[264  46 384 212]
[  0  43 499 221]
[168   1 374 212]
[288  99 356 498]
[126   3 332 439]
[124  25 499 252]
[  9   6 366 219]
[103   0 499 221]
[ 45 231 374 468]
[116  91 202 372]
[ 12  35 396 446]
[113  92 359 350]
[ 38 333 374 499]
[  7  66 495 333]
[  2 126 286 381]
[ 53 149 277 446]
[ 39  59 374 352]
[ 75 111 424 392]
[ 12  28 350 458]
[ 18  57 332 367]
[104  86 236 491]
[256 170 330 245]
[ 95 186 285 396]
[168  78 254 315]
[116 235 273 499]
[155 121 252 323]
[ 42 195 299 298]
[  0 335 324 499]
[ 55  42 373 406]
[184  78 371 340]
[110 166 272 492]
[243 241 325 371]
[130  92 249 251]
[160 130 357 331]
[290 142 356 244]
[134   0 374 120]
[333  18 451 134]
[119  85 336 489]
[  6   0 374 484]
[ 15  60 334 435]
[122  54 403 365]
[ 73   1 374 499]
[179 237 234 268]
[ 86   4 330 350]
[ 10 108 374 280]
[138 186 368 377]
[135   1 374 492]
[276  23 429 311]
[  1 216 374 499]
[ 77 283 312 499]
[ 80 151 346 427]
[  3 181 374 499]
[158 102 371 224]
[  1  24 499 332]
[  0   0 332 324]
[159 224 300 499]
[  0   0 332 499]
[237  81 497 359]
[162 209 332 405]
[194 290 324 499]
[255  37 374 234]
[190   1 373 498]
[  1   0 280 297]
[ 45   0 371 234]
[ 81 165 347 243]
[ 19 159 336 424]
[120   0 498 127]
[ 47  78 374 439]
[128 371 322 499]
[  3   0 374 499]
[184  67 372 210]
[ 56 120 242 322]
[ 31 155 152 443]
[158 167 408 330]
[ 92 134 331 309]
[ 35   0 374 435]
[260 156 374 461]
[ 24   1 371 393]
[ 49   0 345 496]
[ 95 130 313 273]
[125 251 215 374]
[ 49 142 183 252]
[  1 103 322 376]
[159 184 276 456]
[ 45  42 269 467]
[202  74 364 320]
[ 91  55 479 373]
[ 73  75 298 322]
[129 225 289 436]
[152   4 332 499]
[175 256 264 370]
[162  95 237 126]
[158   0 499 316]
[ 12  74 328 255]
[ 72 180 499 374]
[  8 186 396 421]
[ 95 105 187 191]
[110   3 371 374]
[ 64   1 342 427]
[194  78 373 498]
[ 14 396  82 461]
[ 28  67 499 259]
[153  35 288  67]
[108  57 374 222]
[ 90   1 340 332]
[101  47 423 371]
[193   4 499 332]
[ 84  88 138 137]
[ 57 103 499 332]
[312  59 499 191]
[  1 151 331 439]
[121  68 499 374]
[161 101 236 184]
[ 56  91 333 363]
[187   9 324 140]
[ 36  24 374 235]
[104 182 497 335]
[338   0 499 223]
[ 98 345 229 489]
[  0   4 332 369]
[ 34  84 188 223]
[ 70   6 364 478]
[ 42   2 371 370]
[ 18 121 175 326]
[ 78  99 283 169]
[ 90 291 499 376]
[200 156 357 485]
[128  50 267 351]
[ 54 175 279 499]
[ 42   1 499 374]
[ 95  27 294 434]
[140 118 286 396]
[  0   2 329 277]
[133  57 232 212]
[ 68  16 465 301]
[  3 110 346 359]
[  0   2 495 224]
[154 120 331 364]
[256 297 346 360]
[ 22  92 296 447]
[188  45 471 148]
[102 103 233 143]
[259  71 279 333]
[ 45  11 150  81]
[ 31  46 328 251]
[  0  34 499 339]
[177   0 374 492]
[ 34  22 374 499]
[ 66  74 399 254]
[ 25   0 332 428]
[ 61  16 271 170]
[ 31 104 320 408]
[  0 291  93 396]
[  0   0 264 498]
[ 48 326 332 498]
[ 46  58 412 465]
[  0   0 220 379]
[ 66  39 207 305]
[ 65 171 338 478]
[213 148 314 216]
[170   0 332 373]
[324 290 367 366]
[104  97 248 294]
[  8  52 379 202]
[ 42  17 360 392]
[156 131 374 480]
[ 91   0 319  69]
[123   1 207 283]
[  0   2 358 492]
[ 44  42 371 326]
[ 29 258 153 420]
[ 23   4 260 499]
[ 52  60 316 361]
[ 34   1 375 499]
[213 229 284 383]
[152 232 336 499]
[  3  34 374 372]
[177 161 269 353]
[ 36  14 365 499]
[ 10   0 332 460]
[160  98 184 191]
[ 78  19 201 108]
[ 46  51 471 332]
[159  85 411 299]
[312   0 499 135]
[ 58  25 488 233]
[120 244 311 499]
[131 133 336 273]
[ 88  42 371 376]
[200   1 310 224]
[ 36 309 333 474]
[123  58 354 361]
[ 29   1 333 495]
[ 58 282 288 388]
[ 45 264 332 490]
[  0  14 234 472]
[  0   0 328 115]
[144   0 247 240]
[ 13   0 499 374]
[190 110 374 481]
[ 52 223 304 442]
[ 67  18 298 481]
[ 40 118 374 414]
[109   0 374 319]
[142 383 290 439]
[101 300 201 410]
[ 53 307 373 417]
[ 63  95 339 326]
[116   0 268 235]
[144  92 304 344]
[164  16 281 471]
[ 77 258 246 399]
[ 17   3 353 499]
[ 93  48 295 460]
[332 457 352 493]
[ 43 231 374 343]
[ 77 111 170 241]
[101 228 229 385]
[115   0 222 348]
[205  69 435 241]
[ 49   1 374 499]
[169  77 344 304]
[ 46 122 321 372]
[123  94 256 495]
[102 213 298 428]
[ 26  90 307 443]
[188  25 473 339]
[265   3 332 365]
[148  56 205 133]
[143 238 352 317]
[163  75 372 331]
[ 22 127 374 499]
[117 308 368 478]
[  0   1 373 499]
[ 89 216 251 361]
[ 88  82 288 499]
[ 88  44 283 247]
[195   1 373 369]
[ 41   0 374 418]
[128  22 361 124]
[ 60  29 325 439]
[107   6 373 152]
[180 163 279 297]
[ 24  86 372 499]
[  0  79 126 336]
[129 251 374 356]
[ 61  11 127 499]
[ 18   4 256 499]
[ 57  22 311 312]
[226  48 411 179]
[185   1 337 226]
[102 229 263 317]
[ 32  10 485 267]
[109 169 293 464]
[176  85 451 349]
[322  17 484 292]
[  3   0 336 468]
[139 200 295 439]
[ 63  21 147 147]
[142   2 332 499]
[180 225 307 315]
[  3   2 372 281]
[ 66  65 372 293]
[192 441 209 476]
[ 11  27 405 478]
[ 28  15 484 343]
[  0   0 365 399]
[115 186 285 324]
[ 14  47 499 296]
[ 86  14 329 495]
[  1 190 332 499]
[ 17 315 374 464]
[ 37  20 487 460]
[113  61 413 351]
[ 38 116 280 365]
[146 134 234 352]
[ 29  57 318 439]
[275   0 336 345]
[176  78 267 265]
[255 100 472 332]
[ 15  89 374 382]
[214 263 297 318]
[267  45 499 273]
[199   0 333 469]
[117  51 244 406]
[  0 131 286 340]
[  1   0 374 312]
[128 203 150 227]
[ 42 186 219 297]
[ 98   2 374 499]
[ 60 396 269 499]
[ 95  51 281 457]
[191 194 309 324]
[ 63   0 374 301]
[ 34 193 225 333]
[  8   4 387 441]
[ 81  15 310 380]
[121  14 317 364]
[ 49 133 291 499]
[ 49 146 233 460]
[171 317 337 474]
[137  74 363 499]
[  8  13 287 283]
[203 239 246 391]
[ 14 158 254 391]
[109 130 374 357]
[  7  85 438 223]
[ 68   1 374 382]
[104  52 300 156]
[198 113 332 296]
[162 131 329 348]
[ 96   2 324 147]
[ 63   0 374 297]
[257 304 372 499]
[126 194 307 273]
[  2 325 332 499]
[ 65 151 299 361]
[211 110 364 232]
[283   0 374  83]
[ 85   4 201 389]
[162 129 240 248]
[112  97 212 229]
[188 167 354 265]
[222 239 323 355]
[169 195 355 363]
[212 217 374 396]
[ 17  76 254 242]
[223 192 333 499]
[ 28 299 214 398]
[ 42 294 175 354]
[ 10 164 410 499]
[118 148 285 324]
[177 330 196 357]
[181  39 264 380]
[ 95   5 374 232]
[177 150 235 348]
[162 275 342 435]
[  0  40 319 499]
[  3   1 441 483]
[ 53  43 283 462]
[186 450 226 496]
[ 84 363 374 498]
[110 190 371 457]
[187  37 359 303]
[144 142 335 265]
[181  77 499 281]
[125 291 166 330]
[406 226 499 373]
[ 89 193 374 494]
[ 11 128 373 499]
[  0  81 164 213]
[158 166 244 417]
[126  47 283 336]
[ 56 326 374 476]
[187 118 307 260]
[129  62 252 486]
[131  88 324 426]
[ 50   0 313 417]
[ 70  93 254 456]
[  2  55 264 237]
[ 76  28 321 470]
[ 92  14 336 365]
[ 29  20 334 499]
[  2   0 374 260]
[ 89   1 280 499]
[208 252 374 499]
[102  51 323 499]
[190 152 499 374]
[  0   0 374 247]
[  1   1 326 499]
[ 46  18 312 383]
[142  35 439 265]
[235   0 373 164]
[159 164 311 455]
[  0 147 331 499]
[ 43  73 374 391]
[ 45 234 309 499]
[ 55   1 374 358]
[247 296 329 379]
[  4  25 139 485]
[118   0 332 265]
[206  10 399 241]
[ 98  27 486 209]
[162 135 269 376]
[ 20   1 279 400]
[ 92 199 181 358]
[180 184 374 270]
[ 45  61 499 462]
[ 85 202 277 294]
[195 103 453 304]
[  0   0 336 449]
[ 45   4 306 496]
[289  57 374 293]
[ 91 290 374 470]
[ 16 228 384 498]
[187  55 336 183]
[176 273 329 406]
[257 321 340 495]
[ 80 159 328 379]
[  0  17 332 415]
[121  70 361 238]
[ 69 230 220 386]
[ 97 205 309 392]
[  3   0 332 489]
[ 12   0 265 466]
[161 117 309 309]
[  0 224 361 499]
[  5 294 239 478]
[247 332 374 457]
[ 26  18 497 498]
[120 211 229 441]
[ 11 178 485 374]
[121  50 196 171]
[174 150 374 499]
[194 138 350 382]
[ 62 258 357 499]
[137  93 305 421]
[151 167 239 403]
[136 201 185 347]
[100 215 260 425]
[ 48  88 290 456]
[  1   0 332 344]
[  0   0 321 322]
[195 108 438 276]
[ 31   0 332 326]
[ 27   3 423 480]
[305 154 377 194]
[ 28  98 308 439]
[106  54 323 376]
[107 283 327 474]
[ 65 102 499 332]
[ 88 227 283 499]
[166   0 494 233]
[  0   0 333 498]
[ 83 162 374 499]
[236 288 281 311]
[  1 164 332 499]
[ 71 119 289 265]
[ 77 275 374 499]
[ 72 185 290 336]
[169  49 208 117]
[ 51  44 374 319]
[  0   0 329 163]
[  0   0 405 249]
[  4   1 243 195]
[152 209 307 299]
[176 100 306 252]
[105   0 327 495]
[ 14  56 324 451]
[114  55 262 253]
[142 251 326 342]
[  0   1 324 499]
[ 13 146 266 336]
[139   0 212 453]
[134 147 364 393]
[ 95  30 345 488]
[161 223 257 283]
[ 49 137 248 322]
[234  92 385 249]
[ 65   4 251 467]
[115  14 240 265]
[248   2 499 374]
[ 92 149 277 254]
[196 100 394 222]
[136   0 331 356]
[  3   3 498 373]
[179 130 382 269]
[326 117 452 203]
[ 80  23 303 478]
[  2 210 330 407]
[120 209 173 288]
[ 81  48 289 420]
[212   0 374 262]
[ 37  99 324 339]
[123   0 314 246]
[105 184 189 336]
[103  61 202 432]
[ 37 159 313 295]
[237 149 372 478]
[130 323 169 381]
[168   0 229 212]
[ 95  80 311 499]
[172 417 244 441]
[ 39  37 220 442]
[ 55   2 374 499]
[ 28 317 367 478]
[199 126 319 361]
[ 29   1 363 229]
[ 78 130 449 293]
[ 44 121 277 333]
[  1 138 257 424]
[242 177 374 248]
[ 44 114 269 291]
[  2  49 374 499]
[ 89 111 319 230]
[186 154 333 499]
[125 129 269 243]
[137 172 195 382]
[ 66 126 374 374]
[219 154 284 317]
[ 41   0 495 349]
[  0  10 200 228]
[101 149 235 461]
[ 52   0 207 499]
[ 81   1 297 499]
[ 60  21 307 485]
[ 66  60 283 229]
[ 30  14 175 365]
[ 97 230 312 369]
[ 56   0 239 440]
[ 58   1 499 374]
[ 91 138 374 229]
[229  79 400 247]
[213  91 340 209]
[232 408 311 499]
[  0   0 499 442]
[158   2 322 181]
[ 34  49 358 499]
[182 439 269 485]
[ 77   0 406 268]
[ 38  85 214 134]
[ 26 127 302 499]
[ 14 228 330 378]
[ 49  85 331 442]
[109  42 374 467]
[ 80 251 241 370]
[ 47  82 243 461]
[ 42 270 278 443]
[173 159 358 349]
[145 211 357 490]
[ 40  35 350 442]
[ 57  52 427 371]
[  8   2 495 313]
[155  92 311 287]
[ 94   1 328 374]
[181 198 249 235]
[380  30 438 120]
[ 42 247 174 283]
[161 366 237 474]
[ 59  39 316 453]
[ 62 241 352 380]
[  2 183 451 333]
[ 92   4 312 350]
[101 162 273 401]
[ 75 180 182 237]
[ 45  48 146 279]
[ 68  26 261 206]
[131 302 386 474]
[ 91 115 193 405]
[ 81   0 374 499]
[ 78  50 326 358]
[  0   0 286 483]
[ 84  96 186 313]
[123 259 175 391]
[ 94  97 350 466]
[204   0 343 282]
[ 62 377 374 499]
[247 113 337 390]
[ 77  78 187 173]
[ 33  30 280 499]
[  2   5 499 417]
[127 145 333 285]
[191 252 305 398]
[104   0 339 355]
[  0 264 351 416]
[ 25  65 190 241]
[ 26 187 372 499]
[133 159 230 303]
[171  22 374 351]
[ 68 113 374 357]
[ 46  48 344 473]
[ 53  89 255 205]
[106   2 499 374]
[141 176 316 392]
[178  18 316 422]
[ 17 195 279 293]
[  0 166 127 374]
[176 247 339 434]
[ 31  37 449 305]
[  2   0 333 445]
[ 63 139 321 432]
[ 22  28 324 486]
[  1   0 286 499]
[ 92 103 356 466]
[238 239 373 334]
[ 46   0 250 490]
[ 42   0 304 248]
[104 138 212 273]
[222 145 374 467]
[149  77 372 401]
[ 59   2 499 373]
[ 82  71 223 162]
[ 99   0 374 360]
[  6  61 332 499]
[ 96  75 260 484]
[ 95  16 329 287]
[ 22 179 305 308]
[199  39 368 499]
[  4  11 196 247]
[120 166 231 338]
[166  99 326 403]
[  2   4 332 403]
[103 200 286 386]
[ 68  13 218 486]
[244   0 369 106]
[ 60   2 343 432]
[ 64 254 269 499]
[ 63  71 250 126]
[ 14  81 332 426]
[ 56  50 265 290]
[103  42 374 306]
[154 124 374 205]
[223  87 332 499]
[ 73  48 443 371]
[ 12   6 366 399]
[  0   0 285 499]
[ 86 287 374 499]
[ 57  31 333 437]
[ 49   0 330 301]
[  0 117 148 261]
[ 78 116 402 257]
[ 85  99 237 311]
[ 77  60 327 395]
[ 21 105 318 459]
[  3  74 286 170]
[  8 166 326 418]
[235 281 296 361]
[169  45 280 282]
[ 32  31 331 177]
[141 230 200 297]
[ 18  56 335 416]
[  1   2 373 408]
[264 233 374 416]
[116 118 363 499]
[193 409 330 499]
[  1 294 371 456]
[  1   2 253 499]
[  3   0 332 421]
[ 19  18 265 488]
[122  24 479 321]
[131   0 262  90]
[  2   9 374 456]
[111  61 334 462]
[  8 251 360 499]
[ 93 237 219 329]
[ 61 206 332 499]
[ 67  51 194 133]
[233   0 374 403]
[138 116 358 252]
[  1   1 324 480]
[102  49 328 421]
[196 204 239 315]
[ 89   4 259 496]
[ 81  15 300 481]
[ 46  14 297 251]
[ 12 112 109 201]
[ 48   2 372 376]
[173   0 329 138]
[ 36  14 334 389]
[219 156 435 397]
[111  35 321 481]
[113  46 277 478]
[ 88 123 403 333]
[ 86   0 482 209]
[137 100 278 347]
[ 64  11 318 478]
[105  96 373 298]
[  0   2 499 305]
[ 50 136 441 394]
[317 174 384 227]
[142   1 499 190]
[194  65 230 134]
[ 61  16 499 374]
[ 42 124 355 411]
[ 74 269 358 495]
[149 124 251 230]
[ 83 315 192 375]
[313 174 499 374]
[ 66  85 321 488]
[  9   7 220 499]
[268 100 422 240]
[ 16   7 331 250]
[ 28 174 332 499]
[ 61   2 374 377]
[125 213 358 425]
[215 115 364 180]
[ 37  15 471 354]
[149 145 231 303]
[ 46 154 290 431]
[128 190 216 350]
[159  83 374 494]
[  1  19 499 374]
[173 322 357 486]
[  9   0 374 254]
[  0   2 336 499]
[113 163 218 290]
[ 75 141 293 334]
[ 17  88 368 457]
[ 89 212 174 399]
[252  10 382 115]
[112 240 254 428]
[ 88  16 234 489]
[229 182 310 304]
[  0   0 475 411]
[ 51 148 231 453]
[164 224 188 362]
[125 267 371 358]
[ 99 281 166 499]
[  2  95 374 499]
[ 77  35 302 480]
[ 35  20 417 345]
[ 82   0 499 295]
[155 180 344 323]
[ 10  80 369 370]
[  0 110 499 319]
[  0   0 499 305]
[ 18   0 374 320]
[205 252 283 443]
[  7  84 100 155]
[ 63  56 374 379]
[186   0 332 496]
[ 14  98 356 308]
[ 60 197 104 277]
[168   5 308 119]
[129  78 248 273]
[  1 131 494 270]
[ 56 113 343 405]
[205 262 332 424]
[193   1 251 296]
[149  24 473 244]
[ 60 103 258 372]
[  3  74 318 478]
[ 96 119 262 352]
[364  53 428  99]
[288 208 445 294]
[127 133 331 499]
[ 81 117 315 419]
[151  36 205 152]
[ 31  41 317 333]
[  3  26 389 477]
[122  38 356 403]
[ 51 231 350 499]
[ 39  10 212 478]
[198 150 342 373]
[109 221 311 395]
[160 401 459 499]
[132  96 275 391]
[ 60 190 331 473]
[ 42  17 481 290]
[ 60  22 258 467]
[131 184 283 499]
[279  89 358 143]
[  4  78 499 285]
[ 17  42 314 400]
[ 10 276 349 499]
[ 74  87 279 448]
[158 159 278 368]
[  0 179 331 400]
[ 88 156 279 375]
[200  54 359 305]
[135  90 266 248]
[120 152 374 481]
[ 31 106 279 499]
[ 39 109 332 343]
[ 24  64 354 489]
[ 27   0 374 308]
[138  72 414 233]
[  5   2 374 352]
[307 113 373 274]
[157 115 479 237]
[101   2 499 288]
[118  73 348 373]
[163 397 226 497]
[154  13 371 282]
[ 77  84 374 399]
[260 221 315 264]
[133 138 322 371]
[342  71 388 159]
[136  74 264 416]
[  0   0 329 267]
[212   8 418 320]
[  5 297 358 489]
[ 54 136 339 319]
[132 134 374 364]
[  8   1 331 364]
[119  86 290 328]
[198  91 228 131]
[ 89  24 311 426]
[141 191 186 329]
[  3  68 344 391]
